time_id;date;time;day_of_week;month;year
559;29.03.2019;16:54:00;Friday;3;2019
560;14.03.2019;12:32:00;Thursday;3;2019
561;11.02.2019;15:42:00;Monday;2;2019
562;30.01.2019;13:58:00;Wednesday;1;2019
563;20.03.2019;15:08:00;Wednesday;3;2019
564;20.03.2019;13:02:00;Wednesday;3;2019
565;17.01.2019;13:01:00;Thursday;1;2019
566;03.02.2019;16:40:00;Sunday;2;2019
567;01.01.2019;13:55:00;Tuesday;1;2019
568;10.01.2019;10:33:00;Thursday;1;2019
569;02.03.2019;16:42:00;Saturday;3;2019
570;29.01.2019;11:48:00;Tuesday;1;2019
571;10.03.2019;19:35:00;Sunday;3;2019
572;13.01.2019;19:55:00;Sunday;1;2019
573;22.03.2019;14:33:00;Friday;3;2019
574;01.03.2019;19:49:00;Friday;3;2019
575;20.02.2019;18:43:00;Wednesday;2;2019
576;14.01.2019;14:43:00;Monday;1;2019
577;26.03.2019;13:54:00;Tuesday;3;2019
578;01.03.2019;12:15:00;Friday;3;2019
579;07.01.2019;12:37:00;Monday;1;2019
580;01.02.2019;19:54:00;Friday;2;2019
581;13.02.2019;15:06:00;Wednesday;2;2019
582;14.01.2019;18:03:00;Monday;1;2019
583;19.01.2019;15:58:00;Saturday;1;2019
584;09.03.2019;13:53:00;Saturday;3;2019
585;27.03.2019;14:03:00;Wednesday;3;2019
586;04.02.2019;16:38:00;Monday;2;2019
587;14.03.2019;11:07:00;Thursday;3;2019
588;04.03.2019;12:23:00;Monday;3;2019
589;03.03.2019;10:54:00;Sunday;3;2019
590;27.01.2019;17:38:00;Sunday;1;2019
591;07.02.2019;14:13:00;Thursday;2;2019
592;05.02.2019;11:51:00;Tuesday;2;2019
593;15.03.2019;13:05:00;Friday;3;2019
594;01.03.2019;11:30:00;Friday;3;2019
595;15.02.2019;13:30:00;Friday;2;2019
596;17.02.2019;19:11:00;Sunday;2;2019
597;26.01.2019;18:53:00;Saturday;1;2019
598;24.03.2019;14:22:00;Sunday;3;2019
599;23.01.2019;17:16:00;Wednesday;1;2019
600;26.01.2019;10:06:00;Saturday;1;2019
601;14.03.2019;20:35:00;Thursday;3;2019
602;17.03.2019;13:54:00;Sunday;3;2019
603;08.01.2019;20:08:00;Tuesday;1;2019
604;08.02.2019;15:26:00;Friday;2;2019
605;10.02.2019;12:56:00;Sunday;2;2019
606;28.03.2019;19:16:00;Thursday;3;2019
607;23.01.2019;12:20:00;Wednesday;1;2019
608;17.01.2019;10:37:00;Thursday;1;2019
609;07.02.2019;10:18:00;Thursday;2;2019
610;09.03.2019;11:23:00;Saturday;3;2019
611;24.01.2019;11:45:00;Thursday;1;2019
612;19.01.2019;16:08:00;Saturday;1;2019
613;03.02.2019;11:25:00;Sunday;2;2019
614;20.03.2019;12:24:00;Wednesday;3;2019
615;13.01.2019;19:51:00;Sunday;1;2019
616;14.03.2019;18:10:00;Thursday;3;2019
617;23.01.2019;11:22:00;Wednesday;1;2019
618;07.02.2019;17:55:00;Thursday;2;2019
619;28.03.2019;15:30:00;Thursday;3;2019
620;20.03.2019;19:44:00;Wednesday;3;2019
621;17.01.2019;15:27:00;Thursday;1;2019
622;12.01.2019;11:25:00;Saturday;1;2019
623;16.02.2019;15:42:00;Saturday;2;2019
624;26.01.2019;16:04:00;Saturday;1;2019
625;09.03.2019;12:37:00;Saturday;3;2019
626;14.03.2019;14:41:00;Thursday;3;2019
627;25.01.2019;14:19:00;Friday;1;2019
628;26.01.2019;18:19:00;Saturday;1;2019
629;19.01.2019;14:08:00;Saturday;1;2019
630;05.03.2019;16:38:00;Tuesday;3;2019
631;15.01.2019;10:54:00;Tuesday;1;2019
632;18.03.2019;11:29:00;Monday;3;2019
633;20.03.2019;19:28:00;Wednesday;3;2019
634;15.01.2019;15:01:00;Tuesday;1;2019
635;03.03.2019;20:31:00;Sunday;3;2019
636;19.03.2019;12:16:00;Tuesday;3;2019
637;08.03.2019;15:27:00;Friday;3;2019
638;27.02.2019;17:36:00;Wednesday;2;2019
639;23.02.2019;20:00:00;Saturday;2;2019
640;19.03.2019;15:29:00;Tuesday;3;2019
641;27.03.2019;15:08:00;Wednesday;3;2019
642;30.03.2019;19:26:00;Saturday;3;2019
643;16.02.2019;15:53:00;Saturday;2;2019
644;18.01.2019;18:43:00;Friday;1;2019
645;30.03.2019;14:58:00;Saturday;3;2019
646;20.03.2019;19:55:00;Wednesday;3;2019
647;16.01.2019;15:10:00;Wednesday;1;2019
648;24.02.2019;16:44:00;Sunday;2;2019
649;15.01.2019;18:22:00;Tuesday;1;2019
650;22.01.2019;11:52:00;Tuesday;1;2019
651;03.02.2019;17:24:00;Sunday;2;2019
652;06.03.2019;15:31:00;Wednesday;3;2019
653;16.02.2019;18:04:00;Saturday;2;2019
654;14.03.2019;14:13:00;Thursday;3;2019
655;27.02.2019;10:23:00;Wednesday;2;2019
656;18.01.2019;10:11:00;Friday;1;2019
657;29.01.2019;15:48:00;Tuesday;1;2019
658;26.02.2019;17:46:00;Tuesday;2;2019
659;03.02.2019;11:46:00;Sunday;2;2019
660;16.01.2019;12:07:00;Wednesday;1;2019
661;24.03.2019;18:14:00;Sunday;3;2019
662;12.02.2019;14:45:00;Tuesday;2;2019
663;21.02.2019;11:39:00;Thursday;2;2019
664;04.02.2019;15:44:00;Monday;2;2019
665;20.02.2019;13:06:00;Wednesday;2;2019
666;23.02.2019;20:43:00;Saturday;2;2019
667;16.02.2019;14:19:00;Saturday;2;2019
668;17.01.2019;10:01:00;Thursday;1;2019
669;14.01.2019;19:30:00;Monday;1;2019
670;30.03.2019;16:34:00;Saturday;3;2019
671;02.03.2019;13:10:00;Saturday;3;2019
672;15.02.2019;17:10:00;Friday;2;2019
673;01.03.2019;10:22:00;Friday;3;2019
674;24.02.2019;19:57:00;Sunday;2;2019
675;19.02.2019;19:29:00;Tuesday;2;2019
676;23.02.2019;18:30:00;Saturday;2;2019
677;07.02.2019;14:27:00;Thursday;2;2019
678;11.01.2019;13:57:00;Friday;1;2019
679;12.02.2019;19:43:00;Tuesday;2;2019
680;14.01.2019;10:11:00;Monday;1;2019
681;09.01.2019;13:46:00;Wednesday;1;2019
682;27.02.2019;12:22:00;Wednesday;2;2019
683;24.01.2019;19:20:00;Thursday;1;2019
684;08.01.2019;12:58:00;Tuesday;1;2019
685;08.01.2019;11:59:00;Tuesday;1;2019
686;16.01.2019;17:59:00;Wednesday;1;2019
687;13.03.2019;12:51:00;Wednesday;3;2019
688;15.02.2019;10:36:00;Friday;2;2019
689;25.01.2019;13:38:00;Friday;1;2019
690;12.03.2019;19:39:00;Tuesday;3;2019
691;04.03.2019;12:44:00;Monday;3;2019
692;10.02.2019;13:56:00;Sunday;2;2019
693;16.01.2019;14:42:00;Wednesday;1;2019
694;29.01.2019;19:45:00;Tuesday;1;2019
695;01.01.2019;20:26:00;Tuesday;1;2019
696;06.01.2019;19:46:00;Sunday;1;2019
697;19.02.2019;19:38:00;Tuesday;2;2019
698;12.01.2019;16:18:00;Saturday;1;2019
699;07.02.2019;12:23:00;Thursday;2;2019
700;27.03.2019;19:11:00;Wednesday;3;2019
701;27.02.2019;18:57:00;Wednesday;2;2019
702;06.01.2019;11:18:00;Sunday;1;2019
703;02.03.2019;12:40:00;Saturday;3;2019
704;29.03.2019;14:06:00;Friday;3;2019
705;31.01.2019;20:48:00;Thursday;1;2019
706;21.01.2019;20:13:00;Monday;1;2019
707;20.01.2019;20:37:00;Sunday;1;2019
708;17.01.2019;17:59:00;Thursday;1;2019
709;28.02.2019;20:18:00;Thursday;2;2019
710;19.03.2019;15:52:00;Tuesday;3;2019
711;19.02.2019;15:14:00;Tuesday;2;2019
712;04.02.2019;12:50:00;Monday;2;2019
713;31.01.2019;10:36:00;Thursday;1;2019
714;06.02.2019;18:33:00;Wednesday;2;2019
715;28.03.2019;16:06:00;Thursday;3;2019
716;19.01.2019;12:47:00;Saturday;1;2019
717;17.02.2019;13:34:00;Sunday;2;2019
718;18.01.2019;15:04:00;Friday;1;2019
719;02.02.2019;20:42:00;Saturday;2;2019
720;18.01.2019;15:28:00;Friday;1;2019
721;18.03.2019;13:45:00;Monday;3;2019
722;11.01.2019;20:10:00;Friday;1;2019
723;04.02.2019;18:53:00;Monday;2;2019
724;06.02.2019;14:24:00;Wednesday;2;2019
725;08.01.2019;11:42:00;Tuesday;1;2019
726;05.03.2019;17:49:00;Tuesday;3;2019
727;16.03.2019;15:33:00;Saturday;3;2019
728;09.03.2019;10:54:00;Saturday;3;2019
729;01.03.2019;16:23:00;Friday;3;2019
730;28.02.2019;19:33:00;Thursday;2;2019
731;08.02.2019;11:39:00;Friday;2;2019
732;24.01.2019;10:38:00;Thursday;1;2019
733;01.03.2019;20:03:00;Friday;3;2019
734;10.03.2019;12:39:00;Sunday;3;2019
735;23.03.2019;15:59:00;Saturday;3;2019
736;29.01.2019;14:26:00;Tuesday;1;2019
737;12.01.2019;18:22:00;Saturday;1;2019
738;20.03.2019;11:32:00;Wednesday;3;2019
739;23.03.2019;12:41:00;Saturday;3;2019
740;14.01.2019;15:20:00;Monday;1;2019
741;12.02.2019;14:33:00;Tuesday;2;2019
742;20.02.2019;15:29:00;Wednesday;2;2019
743;02.01.2019;16:19:00;Wednesday;1;2019
744;02.02.2019;16:33:00;Saturday;2;2019
745;08.01.2019;19:07:00;Tuesday;1;2019
746;30.01.2019;14:43:00;Wednesday;1;2019
747;26.03.2019;19:28:00;Tuesday;3;2019
748;15.01.2019;20:44:00;Tuesday;1;2019
749;14.03.2019;11:16:00;Thursday;3;2019
750;03.02.2019;10:31:00;Sunday;2;2019
751;22.02.2019;12:30:00;Friday;2;2019
752;24.01.2019;15:05:00;Thursday;1;2019
753;25.01.2019;18:30:00;Friday;1;2019
754;09.03.2019;13:18:00;Saturday;3;2019
755;17.02.2019;15:28:00;Sunday;2;2019
756;11.01.2019;11:52:00;Friday;1;2019
757;27.02.2019;18:24:00;Wednesday;2;2019
758;25.03.2019;15:19:00;Monday;3;2019
759;11.02.2019;10:38:00;Monday;2;2019
760;31.01.2019;15:12:00;Thursday;1;2019
761;20.01.2019;17:48:00;Sunday;1;2019
762;26.03.2019;11:07:00;Tuesday;3;2019
763;20.01.2019;15:48:00;Sunday;1;2019
764;05.03.2019;19:40:00;Tuesday;3;2019
765;05.01.2019;20:30:00;Saturday;1;2019
766;13.02.2019;13:59:00;Wednesday;2;2019
767;16.03.2019;18:51:00;Saturday;3;2019
768;15.01.2019;17:24:00;Tuesday;1;2019
769;26.02.2019;11:58:00;Tuesday;2;2019
770;27.02.2019;19:01:00;Wednesday;2;2019
771;17.02.2019;16:50:00;Sunday;2;2019
772;06.02.2019;10:22:00;Wednesday;2;2019
773;17.01.2019;16:46:00;Thursday;1;2019
774;22.01.2019;18:08:00;Tuesday;1;2019
775;05.03.2019;18:02:00;Tuesday;3;2019
776;03.01.2019;13:07:00;Thursday;1;2019
777;20.03.2019;17:52:00;Wednesday;3;2019
778;31.01.2019;20:32:00;Thursday;1;2019
779;19.02.2019;19:24:00;Tuesday;2;2019
780;11.02.2019;16:06:00;Monday;2;2019
781;05.02.2019;14:14:00;Tuesday;2;2019
782;03.03.2019;17:36:00;Sunday;3;2019
783;24.02.2019;13:08:00;Sunday;2;2019
784;04.02.2019;16:09:00;Monday;2;2019
785;19.02.2019;11:33:00;Tuesday;2;2019
786;23.01.2019;10:18:00;Wednesday;1;2019
787;14.01.2019;10:55:00;Monday;1;2019
788;17.01.2019;15:15:00;Thursday;1;2019
789;03.03.2019;20:06:00;Sunday;3;2019
790;15.01.2019;13:48:00;Tuesday;1;2019
791;27.02.2019;12:52:00;Wednesday;2;2019
792;26.02.2019;12:28:00;Tuesday;2;2019
793;15.03.2019;16:26:00;Friday;3;2019
794;24.01.2019;13:24:00;Thursday;1;2019
795;22.02.2019;15:15:00;Friday;2;2019
796;15.03.2019;10:50:00;Friday;3;2019
797;11.02.2019;18:38:00;Monday;2;2019
798;12.01.2019;16:45:00;Saturday;1;2019
799;03.03.2019;19:30:00;Sunday;3;2019
800;23.03.2019;13:23:00;Saturday;3;2019
801;04.03.2019;11:27:00;Monday;3;2019
802;23.02.2019;11:12:00;Saturday;2;2019
803;17.03.2019;16:36:00;Sunday;3;2019
804;16.01.2019;18:41:00;Wednesday;1;2019
805;08.01.2019;17:12:00;Tuesday;1;2019
806;14.01.2019;10:38:00;Monday;1;2019
807;31.01.2019;10:33:00;Thursday;1;2019
808;15.03.2019;14:38:00;Friday;3;2019
809;24.02.2019;18:06:00;Sunday;2;2019
810;08.02.2019;12:52:00;Friday;2;2019
811;22.03.2019;14:00:00;Friday;3;2019
812;24.01.2019;10:57:00;Thursday;1;2019
813;14.03.2019;16:45:00;Thursday;3;2019
814;23.01.2019;11:15:00;Wednesday;1;2019
815;19.01.2019;20:29:00;Saturday;1;2019
816;27.01.2019;20:03:00;Sunday;1;2019
817;03.02.2019;14:35:00;Sunday;2;2019
818;25.03.2019;16:32:00;Monday;3;2019
819;24.02.2019;10:10:00;Sunday;2;2019
820;07.02.2019;14:15:00;Thursday;2;2019
821;04.03.2019;10:05:00;Monday;3;2019
822;14.02.2019;11:36:00;Thursday;2;2019
823;29.01.2019;18:15:00;Tuesday;1;2019
824;28.01.2019;13:53:00;Monday;1;2019
825;26.03.2019;18:37:00;Tuesday;3;2019
826;01.01.2019;14:42:00;Tuesday;1;2019
827;24.01.2019;17:43:00;Thursday;1;2019
828;25.02.2019;18:37:00;Monday;2;2019
829;09.01.2019;16:34:00;Wednesday;1;2019
830;14.02.2019;14:42:00;Thursday;2;2019
831;12.03.2019;11:01:00;Tuesday;3;2019
832;26.03.2019;19:44:00;Tuesday;3;2019
833;09.01.2019;13:34:00;Wednesday;1;2019
834;02.01.2019;20:08:00;Wednesday;1;2019
835;01.01.2019;11:40:00;Tuesday;1;2019
836;15.02.2019;15:21:00;Friday;2;2019
837;28.02.2019;17:38:00;Thursday;2;2019
838;02.03.2019;16:16:00;Saturday;3;2019
839;13.02.2019;18:15:00;Wednesday;2;2019
840;26.01.2019;12:43:00;Saturday;1;2019
841;30.01.2019;11:32:00;Wednesday;1;2019
842;27.01.2019;18:08:00;Sunday;1;2019
843;30.01.2019;17:08:00;Wednesday;1;2019
844;08.01.2019;19:38:00;Tuesday;1;2019
845;19.01.2019;13:11:00;Saturday;1;2019
846;25.01.2019;11:05:00;Friday;1;2019
847;19.02.2019;10:12:00;Tuesday;2;2019
848;14.01.2019;15:42:00;Monday;1;2019
849;25.02.2019;11:58:00;Monday;2;2019
850;23.01.2019;14:21:00;Wednesday;1;2019
851;16.02.2019;10:52:00;Saturday;2;2019
852;01.01.2019;19:31:00;Tuesday;1;2019
853;07.03.2019;18:35:00;Thursday;3;2019
854;15.02.2019;13:51:00;Friday;2;2019
855;23.01.2019;12:35:00;Wednesday;1;2019
856;20.02.2019;13:24:00;Wednesday;2;2019
857;08.01.2019;18:06:00;Tuesday;1;2019
858;17.03.2019;11:55:00;Sunday;3;2019
859;12.01.2019;11:42:00;Saturday;1;2019
860;08.01.2019;14:30:00;Tuesday;1;2019
861;26.01.2019;15:11:00;Saturday;1;2019
862;15.03.2019;14:48:00;Friday;3;2019
863;17.01.2019;12:36:00;Thursday;1;2019
864;08.01.2019;19:09:00;Tuesday;1;2019
865;06.01.2019;13:35:00;Sunday;1;2019
866;16.02.2019;10:33:00;Saturday;2;2019
867;13.03.2019;15:45:00;Wednesday;3;2019
868;28.01.2019;11:51:00;Monday;1;2019
869;18.01.2019;17:26:00;Friday;1;2019
870;19.03.2019;11:52:00;Tuesday;3;2019
871;15.03.2019;14:04:00;Friday;3;2019
872;12.02.2019;17:49:00;Tuesday;2;2019
873;25.02.2019;20:19:00;Monday;2;2019
874;21.03.2019;16:08:00;Thursday;3;2019
875;19.01.2019;10:17:00;Saturday;1;2019
876;08.01.2019;14:25:00;Tuesday;1;2019
877;30.03.2019;12:51:00;Saturday;3;2019
878;20.02.2019;15:18:00;Wednesday;2;2019
879;30.03.2019;12:45:00;Saturday;3;2019
880;19.03.2019;13:37:00;Tuesday;3;2019
881;13.01.2019;10:03:00;Sunday;1;2019
882;05.02.2019;19:42:00;Tuesday;2;2019
883;23.03.2019;13:14:00;Saturday;3;2019
884;13.03.2019;12:47:00;Wednesday;3;2019
885;17.03.2019;19:53:00;Sunday;3;2019
886;21.02.2019;10:26:00;Thursday;2;2019
887;07.02.2019;15:06:00;Thursday;2;2019
888;02.03.2019;16:35:00;Saturday;3;2019
889;06.03.2019;20:57:00;Wednesday;3;2019
890;06.02.2019;15:16:00;Wednesday;2;2019
891;28.01.2019;17:47:00;Monday;1;2019
892;18.01.2019;16:23:00;Friday;1;2019
893;05.02.2019;10:17:00;Tuesday;2;2019
894;02.03.2019;13:50:00;Saturday;3;2019
895;09.02.2019;19:17:00;Saturday;2;2019
896;14.01.2019;14:00:00;Monday;1;2019
897;09.02.2019;12:02:00;Saturday;2;2019
898;26.03.2019;20:21:00;Tuesday;3;2019
899;28.01.2019;17:35:00;Monday;1;2019
900;14.02.2019;12:42:00;Thursday;2;2019
901;24.03.2019;17:56:00;Sunday;3;2019
902;09.02.2019;18:58:00;Saturday;2;2019
903;24.03.2019;14:08:00;Sunday;3;2019
904;27.03.2019;16:30:00;Wednesday;3;2019
905;27.01.2019;10:44:00;Sunday;1;2019
906;27.03.2019;20:29:00;Wednesday;3;2019
907;19.01.2019;11:43:00;Saturday;1;2019
908;07.02.2019;10:09:00;Thursday;2;2019
909;31.01.2019;10:00:00;Thursday;1;2019
910;25.02.2019;18:45:00;Monday;2;2019
911;02.02.2019;12:40:00;Saturday;2;2019
912;14.03.2019;15:36:00;Thursday;3;2019
913;11.03.2019;12:04:00;Monday;3;2019
914;22.02.2019;11:26:00;Friday;2;2019
915;02.03.2019;12:36:00;Saturday;3;2019
916;10.03.2019;15:06:00;Sunday;3;2019
917;08.02.2019;10:58:00;Friday;2;2019
918;22.02.2019;12:10:00;Friday;2;2019
919;10.01.2019;10:31:00;Thursday;1;2019
920;14.03.2019;13:49:00;Thursday;3;2019
921;10.01.2019;11:10:00;Thursday;1;2019
922;15.02.2019;17:38:00;Friday;2;2019
923;13.01.2019;17:54:00;Sunday;1;2019
924;15.02.2019;20:51:00;Friday;2;2019
925;24.03.2019;13:33:00;Sunday;3;2019
926;02.02.2019;14:05:00;Saturday;2;2019
927;27.02.2019;11:40:00;Wednesday;2;2019
928;20.01.2019;12:27:00;Sunday;1;2019
929;03.01.2019;20:24:00;Thursday;1;2019
930;24.01.2019;20:59:00;Thursday;1;2019
931;05.01.2019;19:48:00;Saturday;1;2019
932;30.03.2019;10:18:00;Saturday;3;2019
933;17.02.2019;16:27:00;Sunday;2;2019
934;21.03.2019;17:04:00;Thursday;3;2019
935;02.03.2019;18:14:00;Saturday;3;2019
936;27.03.2019;10:43:00;Wednesday;3;2019
937;19.01.2019;19:30:00;Saturday;1;2019
938;19.02.2019;14:53:00;Tuesday;2;2019
939;28.03.2019;20:14:00;Thursday;3;2019
940;05.01.2019;11:51:00;Saturday;1;2019
941;26.03.2019;14:13:00;Tuesday;3;2019
942;03.02.2019;20:13:00;Sunday;2;2019
943;06.02.2019;18:44:00;Wednesday;2;2019
944;24.02.2019;14:26:00;Sunday;2;2019
945;21.02.2019;12:40:00;Thursday;2;2019
946;09.01.2019;18:43:00;Wednesday;1;2019
947;25.02.2019;13:22:00;Monday;2;2019
948;13.01.2019;13:58:00;Sunday;1;2019
949;09.02.2019;11:45:00;Saturday;2;2019
950;06.01.2019;11:51:00;Sunday;1;2019
951;10.01.2019;17:16:00;Thursday;1;2019
952;07.02.2019;15:55:00;Thursday;2;2019
953;09.01.2019;12:07:00;Wednesday;1;2019
954;19.02.2019;15:07:00;Tuesday;2;2019
955;18.03.2019;15:29:00;Monday;3;2019
956;05.02.2019;18:45:00;Tuesday;2;2019
957;19.03.2019;15:23:00;Tuesday;3;2019
958;30.03.2019;20:37:00;Saturday;3;2019
959;26.01.2019;14:41:00;Saturday;1;2019
960;02.03.2019;18:18:00;Saturday;3;2019
961;04.03.2019;15:27:00;Monday;3;2019
962;13.01.2019;12:55:00;Sunday;1;2019
963;25.03.2019;18:02:00;Monday;3;2019
964;11.03.2019;19:44:00;Monday;3;2019
965;01.01.2019;11:36:00;Tuesday;1;2019
966;10.02.2019;13:51:00;Sunday;2;2019
967;26.01.2019;15:17:00;Saturday;1;2019
968;11.02.2019;15:29:00;Monday;2;2019
969;07.02.2019;17:59:00;Thursday;2;2019
970;06.03.2019;11:55:00;Wednesday;3;2019
971;04.03.2019;10:39:00;Monday;3;2019
972;26.02.2019;15:10:00;Tuesday;2;2019
973;10.03.2019;18:10:00;Sunday;3;2019
974;04.02.2019;20:43:00;Monday;2;2019
975;19.01.2019;12:46:00;Saturday;1;2019
976;23.01.2019;17:44:00;Wednesday;1;2019
977;14.03.2019;14:19:00;Thursday;3;2019
978;23.01.2019;10:33:00;Wednesday;1;2019
979;09.01.2019;11:40:00;Wednesday;1;2019
980;07.02.2019;19:30:00;Thursday;2;2019
981;18.02.2019;14:42:00;Monday;2;2019
982;03.01.2019;19:08:00;Thursday;1;2019
983;29.03.2019;19:12:00;Friday;3;2019
984;28.01.2019;15:46:00;Monday;1;2019
985;22.03.2019;19:06:00;Friday;3;2019
986;24.01.2019;18:10:00;Thursday;1;2019
987;10.03.2019;20:46:00;Sunday;3;2019
988;22.02.2019;18:35:00;Friday;2;2019
989;18.02.2019;11:40:00;Monday;2;2019
990;29.01.2019;13:46:00;Tuesday;1;2019
991;02.03.2019;17:16:00;Saturday;3;2019
992;09.02.2019;13:22:00;Saturday;2;2019
993;22.02.2019;15:33:00;Friday;2;2019
994;18.02.2019;13:28:00;Monday;2;2019
