sale_id;invoice_id;store_id;time_id;product_id;customer_id;gender;unit_price;quantity;tax;total;payment_method;cogs;gross_margin_percentage;gross_income;rating
240;478-06-7835;1;240;6;2;Male;89.69;1;апр.48;94.17;Ewallet;89.69;4.761905;апр.48;04.сен
241;540-11-4336;1;241;5;2;Male;24.94;9;ноя.22;235.68;Credit card;224.46;4.761905;ноя.22;05.июн
242;448-81-5016;1;242;1;2;Male;59.77;2;май.98;125.52;Credit card;119.54;4.761905;май.98;05.авг
243;142-72-4741;2;243;6;1;Male;93.20;2;сен.32;195.72;Credit card;186.40;4.761905;сен.32;6.0
244;217-58-1179;1;244;3;1;Male;62.65;4;дек.53;263.13;Cash;250.60;4.761905;дек.53;04.фев
245;376-02-8238;3;245;3;2;Male;93.87;8;37.55;788.51;Credit card;750.96;4.761905;37.55;08.мар
246;530-90-9855;1;246;3;1;Male;47.59;8;19.апр;399.76;Cash;380.72;4.761905;19.апр;05.июл
247;866-05-7563;3;247;2;1;Female;81.40;3;дек.21;256.41;Cash;244.20;4.761905;дек.21;04.авг
248;604-70-6476;1;248;6;1;Male;17.94;5;апр.49;94.19;Ewallet;89.70;4.761905;апр.49;06.авг
249;799-71-1548;1;249;2;1;Male;77.72;4;15.54;326.42;Credit card;310.88;4.761905;15.54;08.авг
250;785-13-7708;3;250;5;2;Male;73.06;7;25.57;536.99;Credit card;511.42;4.761905;25.57;04.фев
251;845-51-0542;3;251;5;1;Male;46.55;9;20.95;439.90;Ewallet;418.95;4.761905;20.95;06.апр
252;662-47-5456;2;252;6;1;Male;35.19;10;17.60;369.50;Credit card;351.90;4.761905;17.60;08.апр
253;883-17-4236;2;253;4;2;Female;14.39;2;янв.44;30.22;Credit card;28.78;4.761905;янв.44;07.фев
254;290-68-2984;1;254;3;2;Male;23.75;4;апр.75;99.75;Cash;95.00;4.761905;апр.75;05.фев
255;704-11-6354;1;255;3;1;Male;58.90;8;23.56;494.76;Cash;471.20;4.761905;23.56;08.сен
256;110-48-7033;3;256;6;1;Male;32.62;4;июн.52;137.00;Cash;130.48;4.761905;июн.52;9.0
257;366-93-0948;1;257;2;1;Male;66.35;1;мар.32;69.67;Credit card;66.35;4.761905;мар.32;09.июл
258;729-09-9681;1;258;3;1;Male;25.91;6;июл.77;163.23;Ewallet;155.46;4.761905;июл.77;08.июл
259;151-16-1484;1;259;2;1;Male;32.25;4;июн.45;135.45;Ewallet;129.00;4.761905;июн.45;06.май
260;380-94-4661;2;260;2;1;Male;65.94;4;13.19;276.95;Credit card;263.76;4.761905;13.19;06.сен
261;850-41-9669;1;261;2;2;Female;75.06;9;33.78;709.32;Ewallet;675.54;4.761905;33.78;06.фев
262;821-07-3596;2;262;6;2;Female;16.45;4;мар.29;69.09;Ewallet;65.80;4.761905;мар.29;05.июн
263;655-85-5130;3;263;6;1;Female;38.30;4;июл.66;160.86;Cash;153.20;4.761905;июл.66;05.июл
264;447-15-7839;1;264;4;1;Female;22.24;10;11.дек;233.52;Cash;222.40;4.761905;11.дек;04.фев
265;154-74-7179;3;265;4;2;Male;54.45;1;фев.72;57.17;Ewallet;54.45;4.761905;фев.72;07.сен
266;253-12-6086;1;266;4;1;Female;98.40;7;34.44;723.24;Credit card;688.80;4.761905;34.44;08.июл
267;808-65-0703;2;267;3;2;Male;35.47;4;07.сен;148.97;Credit card;141.88;4.761905;07.сен;06.сен
268;571-94-0759;3;268;5;1;Female;74.60;10;37.30;783.30;Cash;746.00;4.761905;37.30;09.май
269;144-51-6085;1;269;3;1;Male;70.74;4;14.15;297.11;Credit card;282.96;4.761905;14.15;04.апр
270;731-14-2199;1;270;3;1;Female;35.54;10;17.77;373.17;Ewallet;355.40;4.761905;17.77;7.0
271;783-09-1637;3;271;4;2;Female;67.43;5;16.86;354.01;Ewallet;337.15;4.761905;16.86;06.мар
272;687-15-1097;2;272;1;1;Female;21.дек;2;02.ноя;44.35;Cash;42.24;4.761905;02.ноя;09.июл
273;126-54-1082;1;273;3;1;Female;21.54;9;сен.69;203.55;Credit card;193.86;4.761905;сен.69;08.авг
274;633-91-1052;1;274;3;2;Female;12.мар;2;янв.20;25.26;Cash;24.июн;4.761905;янв.20;05.янв
275;477-24-6490;3;275;1;2;Female;99.71;6;29.91;628.17;Ewallet;598.26;4.761905;29.91;07.сен
276;566-19-5475;3;276;6;2;Male;47.97;7;16.79;352.58;Cash;335.79;4.761905;16.79;06.фев
277;526-86-8552;2;277;3;1;Female;21.82;10;окт.91;229.11;Cash;218.20;4.761905;окт.91;07.янв
278;376-56-3573;2;278;6;2;Female;95.42;4;19.авг;400.76;Ewallet;381.68;4.761905;19.авг;06.апр
279;537-72-0426;2;279;6;1;Male;70.99;10;35.50;745.40;Cash;709.90;4.761905;35.50;05.июл
280;828-61-5674;1;280;4;1;Male;44.02;10;22.янв;462.21;Credit card;440.20;4.761905;22.янв;09.июн
281;136-08-6195;1;281;3;2;Female;69.96;8;27.98;587.66;Credit card;559.68;4.761905;27.98;06.апр
282;523-38-0215;2;282;3;2;Male;37.00;1;янв.85;38.85;Credit card;37.00;4.761905;янв.85;07.сен
283;490-29-1201;1;283;4;2;Female;15.34;1;0.77;16.ноя;Cash;15.34;4.761905;0.77;06.май
284;667-92-0055;1;284;1;1;Male;99.83;6;29.95;628.93;Ewallet;598.98;4.761905;29.95;08.май
285;565-17-3836;1;285;1;1;Female;47.67;4;сен.53;200.21;Cash;190.68;4.761905;сен.53;09.янв
286;498-41-1961;3;286;1;2;Male;66.68;5;16.67;350.07;Cash;333.40;4.761905;16.67;07.июн
287;593-95-4461;2;287;3;1;Male;74.86;1;мар.74;78.60;Cash;74.86;4.761905;мар.74;06.сен
288;226-71-3580;2;288;4;2;Female;23.75;9;окт.69;224.44;Cash;213.75;4.761905;окт.69;09.май
289;283-79-9594;3;289;5;2;Female;48.51;7;16.98;356.55;Credit card;339.57;4.761905;16.98;05.фев
290;430-60-3493;1;290;3;1;Female;94.88;7;33.21;697.37;Cash;664.16;4.761905;33.21;04.фев
291;139-20-0155;3;291;2;1;Male;40.30;10;20.15;423.15;Credit card;403.00;4.761905;20.15;7.0
292;558-80-4082;2;292;2;2;Male;27.85;7;сен.75;204.70;Ewallet;194.95;4.761905;сен.75;6.0
293;278-97-7759;1;293;2;1;Female;62.48;1;03.дек;65.60;Cash;62.48;4.761905;03.дек;04.июл
294;316-68-6352;1;294;5;1;Female;36.36;2;мар.64;76.36;Cash;72.72;4.761905;мар.64;07.янв
295;585-03-5943;3;295;1;2;Male;18.ноя;10;09.июн;190.16;Ewallet;181.10;4.761905;09.июн;05.сен
296;211-05-0490;2;296;2;1;Female;51.92;5;дек.98;272.58;Cash;259.60;4.761905;дек.98;07.май
297;727-75-6477;2;297;2;2;Male;28.84;4;май.77;121.13;Cash;115.36;4.761905;май.77;06.апр
298;744-02-5987;1;298;3;1;Male;78.38;6;23.51;493.79;Ewallet;470.28;4.761905;23.51;05.авг
299;307-83-9164;1;299;3;1;Male;60.01;4;12.00;252.04;Cash;240.04;4.761905;12.00;04.май
300;779-06-0012;2;300;3;1;Female;88.61;1;апр.43;93.04;Cash;88.61;4.761905;апр.43;07.июл
301;446-47-6729;2;301;6;2;Male;99.82;2;сен.98;209.62;Credit card;199.64;4.761905;сен.98;06.июл
302;573-10-3877;3;302;1;1;Male;39.01;1;янв.95;40.96;Credit card;39.01;4.761905;янв.95;04.июл
303;735-06-4124;2;303;5;2;Male;48.61;1;фев.43;51.04;Cash;48.61;4.761905;фев.43;04.апр
304;439-54-7422;1;304;2;2;Female;51.19;4;окт.24;215.00;Credit card;204.76;4.761905;окт.24;04.июл
305;396-90-2219;3;305;2;2;Female;14.96;8;май.98;125.66;Cash;119.68;4.761905;май.98;08.июн
306;411-77-0180;1;306;2;1;Male;72.20;7;25.27;530.67;Ewallet;505.40;4.761905;25.27;04.мар
307;286-01-5402;1;307;4;2;Female;40.23;7;14.авг;295.69;Cash;281.61;4.761905;14.авг;09.июн
308;803-17-8013;1;308;3;1;Female;88.79;8;35.52;745.84;Cash;710.32;4.761905;35.52;04.янв
309;512-98-1403;1;309;2;1;Female;26.48;3;мар.97;83.41;Ewallet;79.44;4.761905;мар.97;04.июл
310;848-42-2560;1;310;6;2;Female;81.91;2;авг.19;172.01;Cash;163.82;4.761905;авг.19;07.авг
311;532-59-7201;3;311;4;1;Male;79.93;6;23.98;503.56;Cash;479.58;4.761905;23.98;05.май
312;181-94-6432;2;312;6;1;Male;69.33;2;июн.93;145.59;Ewallet;138.66;4.761905;июн.93;09.июл
313;870-76-1733;1;313;5;1;Female;14.23;5;мар.56;74.71;Credit card;71.15;4.761905;мар.56;04.апр
314;423-64-4619;1;314;1;1;Female;15.55;9;7.00;146.95;Cash;139.95;4.761905;7.00;5.0
315;227-07-4446;2;315;2;1;Female;78.13;10;39.07;820.37;Cash;781.30;4.761905;39.07;04.апр
316;174-36-3675;2;316;5;1;Male;99.37;2;сен.94;208.68;Cash;198.74;4.761905;сен.94;05.фев
317;428-83-5800;2;317;5;1;Female;21.авг;3;мар.16;66.40;Cash;63.24;4.761905;мар.16;07.мар
318;603-07-0961;2;318;2;1;Male;74.79;5;18.70;392.65;Cash;373.95;4.761905;18.70;04.сен
319;704-20-4138;2;319;1;1;Female;29.67;7;окт.38;218.07;Credit card;207.69;4.761905;окт.38;08.янв
320;787-15-1757;2;320;1;1;Male;44.07;4;авг.81;185.09;Ewallet;176.28;4.761905;авг.81;08.апр
321;649-11-3678;2;321;5;2;Female;22.93;9;окт.32;216.69;Cash;206.37;4.761905;окт.32;05.май
322;622-20-1945;2;322;1;2;Female;39.42;1;янв.97;41.39;Cash;39.42;4.761905;янв.97;08.апр
323;372-94-8041;1;323;1;2;Male;15.26;6;апр.58;96.14;Ewallet;91.56;4.761905;апр.58;09.авг
324;563-91-7120;1;324;6;2;Female;61.77;5;15.44;324.29;Cash;308.85;4.761905;15.44;06.июл
325;746-54-5508;1;325;3;2;Male;21.52;6;июн.46;135.58;Credit card;129.12;4.761905;июн.46;09.апр
326;276-54-0879;3;326;4;2;Male;97.74;4;19.55;410.51;Ewallet;390.96;4.761905;19.55;06.апр
327;815-11-1168;1;327;5;1;Male;99.78;5;24.95;523.85;Cash;498.90;4.761905;24.95;05.апр
328;719-76-3868;2;328;5;1;Male;94.26;4;18.85;395.89;Cash;377.04;4.761905;18.85;08.июн
329;730-61-8757;3;329;1;1;Male;51.13;4;окт.23;214.75;Credit card;204.52;4.761905;окт.23;4.0
330;340-66-0321;1;330;2;1;Male;36.36;4;июл.27;152.71;Cash;145.44;4.761905;июл.27;07.июн
331;868-81-1752;3;331;3;2;Male;22.фев;9;сен.91;208.09;Cash;198.18;4.761905;сен.91;06.авг
332;634-97-8956;1;332;5;2;Male;32.90;3;апр.94;103.64;Credit card;98.70;4.761905;апр.94;09.янв
333;566-71-1091;1;333;6;2;Male;77.02;5;19.26;404.36;Cash;385.10;4.761905;19.26;05.май
334;442-48-3607;1;334;5;1;Male;23.48;2;фев.35;49.31;Credit card;46.96;4.761905;фев.35;07.сен
335;835-16-0096;2;335;4;1;Male;14.70;5;мар.68;77.18;Ewallet;73.50;4.761905;мар.68;08.май
336;527-09-6272;1;336;2;1;Female;28.45;5;07.ноя;149.36;Credit card;142.25;4.761905;07.ноя;09.янв
337;898-04-2717;1;337;6;2;Male;76.40;9;34.38;721.98;Ewallet;687.60;4.761905;34.38;07.май
338;692-27-8933;3;338;4;2;Female;57.95;6;17.39;365.09;Cash;347.70;4.761905;17.39;05.фев
339;633-09-3463;2;339;2;2;Female;47.65;3;июл.15;150.10;Credit card;142.95;4.761905;июл.15;09.май
340;374-17-3652;3;340;5;1;Female;42.82;9;19.27;404.65;Credit card;385.38;4.761905;19.27;08.сен
341;378-07-7001;3;341;2;1;Male;48.09;3;июл.21;151.48;Credit card;144.27;4.761905;июл.21;07.авг
342;433-75-6987;3;342;1;1;Female;55.97;7;19.59;411.38;Ewallet;391.79;4.761905;19.59;08.сен
343;873-95-4984;3;343;1;1;Female;76.90;7;26.92;565.22;Cash;538.30;4.761905;26.92;07.июл
344;416-13-5917;2;344;5;2;Female;97.03;5;24.26;509.41;Ewallet;485.15;4.761905;24.26;09.мар
345;150-89-8043;1;345;4;2;Male;44.65;3;июн.70;140.65;Cash;133.95;4.761905;июн.70;06.фев
346;135-84-8019;1;346;6;2;Female;77.93;9;35.07;736.44;Ewallet;701.37;4.761905;35.07;07.июн
347;441-94-7118;1;347;2;1;Male;71.95;1;мар.60;75.55;Cash;71.95;4.761905;мар.60;07.мар
348;725-96-3778;2;348;3;1;Female;89.25;8;35.70;749.70;Cash;714.00;4.761905;35.70;04.июл
349;531-80-1784;1;349;2;2;Male;26.фев;7;09.ноя;191.25;Cash;182.14;4.761905;09.ноя;05.янв
350;400-45-1220;3;350;1;2;Female;13.50;10;июн.75;141.75;Credit card;135.00;4.761905;июн.75;04.авг
351;860-79-0874;2;351;6;1;Female;99.30;10;49.65;1042.65;Credit card;993.00;4.761905;49.65;06.июн
352;834-61-8124;1;352;2;2;Male;51.69;7;18.сен;379.92;Cash;361.83;4.761905;18.сен;05.май
353;115-99-4379;3;353;6;1;Female;54.73;7;19.16;402.27;Credit card;383.11;4.761905;19.16;08.май
354;565-67-6697;3;354;3;1;Male;27.00;9;дек.15;255.15;Cash;243.00;4.761905;дек.15;04.авг
355;320-49-6392;2;355;2;2;Female;30.24;1;янв.51;31.75;Cash;30.24;4.761905;янв.51;08.апр
356;889-04-9723;3;356;5;1;Female;89.14;4;17.83;374.39;Credit card;356.56;4.761905;17.83;07.авг
357;632-90-0281;2;357;6;2;Female;37.55;10;18.78;394.28;Credit card;375.50;4.761905;18.78;09.мар
358;554-42-2417;2;358;4;2;Female;95.44;10;47.72;1002.12;Cash;954.40;4.761905;47.72;05.фев
359;453-63-6187;3;359;2;2;Male;27.50;3;апр.13;86.63;Ewallet;82.50;4.761905;апр.13;06.май
360;578-80-7669;3;360;4;2;Male;74.97;1;мар.75;78.72;Cash;74.97;4.761905;мар.75;05.июн
361;612-36-5536;1;361;5;1;Male;80.96;8;32.38;680.06;Credit card;647.68;4.761905;32.38;07.апр
362;605-72-4132;2;362;5;2;Female;94.47;8;37.79;793.55;Cash;755.76;4.761905;37.79;09.янв
363;471-41-2823;2;363;5;2;Male;99.79;2;сен.98;209.56;Ewallet;199.58;4.761905;сен.98;8.0
364;462-67-9126;1;364;3;2;Male;73.22;6;21.97;461.29;Cash;439.32;4.761905;21.97;07.фев
365;272-27-9238;2;365;5;2;Female;41.24;4;авг.25;173.21;Cash;164.96;4.761905;авг.25;07.янв
366;834-25-9262;2;366;6;2;Female;81.68;4;16.34;343.06;Cash;326.72;4.761905;16.34;09.янв
367;122-61-9553;2;367;2;2;Female;51.32;9;23.сен;484.97;Cash;461.88;4.761905;23.сен;05.июн
368;468-88-0009;1;368;3;1;Male;65.94;4;13.19;276.95;Cash;263.76;4.761905;13.19;6.0
369;613-59-9758;2;369;4;2;Female;14.36;10;июл.18;150.78;Cash;143.60;4.761905;июл.18;05.апр
370;254-31-0042;1;370;2;1;Male;21.50;9;сен.68;203.18;Credit card;193.50;4.761905;сен.68;07.авг
371;201-86-2184;3;371;2;1;Female;26.26;7;сен.19;193.01;Cash;183.82;4.761905;сен.19;09.сен
372;261-12-8671;3;372;6;2;Female;60.96;2;06.окт;128.02;Credit card;121.92;4.761905;06.окт;04.сен
373;730-70-9830;2;373;3;2;Female;70.11;6;21.мар;441.69;Ewallet;420.66;4.761905;21.мар;05.фев
374;382-25-8917;2;374;6;2;Male;42.08;6;дек.62;265.10;Cash;252.48;4.761905;дек.62;08.сен
375;422-29-8786;1;375;3;2;Female;67.09;5;16.77;352.22;Credit card;335.45;4.761905;16.77;09.янв
376;667-23-5919;1;376;6;1;Female;96.70;5;24.18;507.68;Ewallet;483.50;4.761905;24.18;7.0
377;843-01-4703;3;377;3;1;Female;35.38;9;15.92;334.34;Credit card;318.42;4.761905;15.92;09.июн
378;743-88-1662;2;378;4;2;Male;95.49;7;33.42;701.85;Ewallet;668.43;4.761905;33.42;08.июл
379;595-86-2894;2;379;6;1;Male;96.98;4;19.40;407.32;Ewallet;387.92;4.761905;19.40;09.апр
380;182-69-8360;3;380;2;2;Female;23.65;4;апр.73;99.33;Credit card;94.60;4.761905;апр.73;4.0
381;289-15-7034;1;381;4;1;Male;82.33;4;16.47;345.79;Credit card;329.32;4.761905;16.47;07.май
382;462-78-5240;2;382;2;2;Female;26.61;2;фев.66;55.88;Cash;53.22;4.761905;фев.66;04.фев
383;868-52-7573;3;383;5;2;Female;99.69;5;24.92;523.37;Cash;498.45;4.761905;24.92;09.сен
384;153-58-4872;2;384;5;1;Female;74.89;4;14.98;314.54;Ewallet;299.56;4.761905;14.98;04.фев
385;662-72-2873;1;385;5;2;Female;40.94;5;окт.24;214.94;Ewallet;204.70;4.761905;окт.24;09.сен
386;525-88-7307;3;386;4;1;Male;75.82;1;мар.79;79.61;Cash;75.82;4.761905;мар.79;05.авг
387;689-16-9784;2;387;5;2;Male;46.77;6;14.мар;294.65;Cash;280.62;4.761905;14.мар;6.0
388;725-56-0833;1;388;1;2;Female;32.32;10;16.16;339.36;Credit card;323.20;4.761905;16.16;10.0
389;394-41-0748;2;389;6;1;Female;54.07;9;24.33;510.96;Ewallet;486.63;4.761905;24.33;09.май
390;596-42-3999;3;390;5;2;Male;18.22;7;июн.38;133.92;Credit card;127.54;4.761905;июн.38;06.июн
391;541-89-9860;2;391;6;1;Female;80.48;3;12.июл;253.51;Cash;241.44;4.761905;12.июл;08.янв
392;173-82-9529;3;392;6;2;Female;37.95;10;18.98;398.48;Cash;379.50;4.761905;18.98;09.июл
393;563-36-9814;1;393;2;1;Male;76.82;1;мар.84;80.66;Ewallet;76.82;4.761905;мар.84;07.фев
394;308-47-4913;1;394;4;1;Female;52.26;10;26.13;548.73;Credit card;522.60;4.761905;26.13;06.фев
395;885-17-6250;1;395;1;2;Female;79.74;1;мар.99;83.73;Ewallet;79.74;4.761905;мар.99;07.мар
396;726-27-2396;1;396;1;2;Female;77.50;5;19.38;406.88;Ewallet;387.50;4.761905;19.38;04.мар
397;316-01-3952;1;397;5;2;Female;54.27;5;13.57;284.92;Ewallet;271.35;4.761905;13.57;04.июн
398;760-54-1821;3;398;3;2;Male;13.59;9;06.дек;128.43;Cash;122.31;4.761905;06.дек;05.авг
399;793-10-3222;3;399;1;1;Female;41.06;6;дек.32;258.68;Credit card;246.36;4.761905;дек.32;08.мар
400;346-12-3257;3;400;2;1;Male;19.24;9;авг.66;181.82;Cash;173.16;4.761905;авг.66;8.0
401;110-05-6330;2;401;5;2;Female;39.43;6;ноя.83;248.41;Credit card;236.58;4.761905;ноя.83;09.апр
402;651-61-0874;2;402;3;2;Male;46.22;4;сен.24;194.12;Credit card;184.88;4.761905;сен.24;06.фев
403;236-86-3015;2;403;3;1;Male;13.98;1;0.70;14.68;Ewallet;13.98;4.761905;0.70;09.авг
404;831-64-0259;3;404;6;2;Female;39.75;5;сен.94;208.69;Ewallet;198.75;4.761905;сен.94;09.июн
405;587-03-7455;2;405;6;1;Female;97.79;7;34.23;718.76;Ewallet;684.53;4.761905;34.23;04.сен
406;882-40-4577;1;406;4;1;Male;67.26;4;13.45;282.49;Credit card;269.04;4.761905;13.45;8.0
407;732-67-5346;1;407;5;2;Male;13.79;5;мар.45;72.40;Credit card;68.95;4.761905;мар.45;07.авг
408;725-32-9708;3;408;6;1;Female;68.71;4;13.74;288.58;Cash;274.84;4.761905;13.74;04.янв
409;256-08-8343;1;409;3;2;Female;56.53;4;ноя.31;237.43;Ewallet;226.12;4.761905;ноя.31;05.май
410;372-26-1506;2;410;6;2;Female;23.82;5;май.96;125.06;Ewallet;119.10;4.761905;май.96;05.апр
411;244-08-0162;3;411;1;2;Female;34.21;10;17.ноя;359.21;Cash;342.10;4.761905;17.ноя;05.янв
412;569-71-4390;3;412;4;2;Male;21.87;2;фев.19;45.93;Ewallet;43.74;4.761905;фев.19;06.сен
413;132-23-6451;1;413;1;1;Male;20.97;5;май.24;110.09;Cash;104.85;4.761905;май.24;07.авг
414;696-90-2548;1;414;4;2;Male;25.84;3;мар.88;81.40;Ewallet;77.52;4.761905;мар.88;06.июн
415;472-15-9636;1;415;3;2;Male;50.93;8;20.37;427.81;Ewallet;407.44;4.761905;20.37;09.фев
416;268-03-6164;3;416;1;2;Male;96.11;1;апр.81;100.92;Ewallet;96.11;4.761905;апр.81;07.авг
417;750-57-9686;2;417;3;2;Female;45.38;4;09.авг;190.60;Credit card;181.52;4.761905;09.авг;08.июл
418;186-09-3669;2;418;1;1;Female;81.51;1;04.авг;85.59;Ewallet;81.51;4.761905;04.авг;09.фев
419;848-07-1692;3;419;1;2;Female;57.22;2;май.72;120.16;Ewallet;114.44;4.761905;май.72;08.мар
420;745-71-3520;1;420;2;1;Female;25.22;7;авг.83;185.37;Cash;176.54;4.761905;авг.83;08.фев
421;266-76-6436;2;421;5;1;Female;38.60;3;май.79;121.59;Ewallet;115.80;4.761905;май.79;07.май
422;740-22-2500;2;422;2;2;Female;84.05;3;дек.61;264.76;Cash;252.15;4.761905;дек.61;09.авг
423;271-88-8734;2;423;6;1;Female;97.21;10;48.61;1020.71;Credit card;972.10;4.761905;48.61;08.июл
424;301-81-8610;3;424;6;1;Male;25.42;8;окт.17;213.53;Credit card;203.36;4.761905;окт.17;06.июл
425;489-64-4354;2;425;6;2;Male;16.28;1;0.81;17.сен;Cash;16.28;4.761905;0.81;5.0
426;198-84-7132;3;426;6;1;Male;40.61;9;18.27;383.76;Cash;365.49;4.761905;18.27;7.0
427;269-10-8440;1;427;1;1;Male;53.17;7;18.61;390.80;Cash;372.19;4.761905;18.61;08.сен
428;650-98-6268;3;428;5;1;Female;20.87;3;мар.13;65.74;Credit card;62.61;4.761905;мар.13;8.0
429;741-73-3559;3;429;4;2;Male;67.27;5;16.82;353.17;Cash;336.35;4.761905;16.82;06.сен
430;325-77-6186;1;430;3;1;Female;90.65;10;45.33;951.83;Ewallet;906.50;4.761905;45.33;07.мар
431;286-75-7818;3;431;6;2;Male;69.08;2;июн.91;145.07;Credit card;138.16;4.761905;июн.91;06.сен
432;574-57-9721;2;432;5;2;Male;43.27;2;апр.33;90.87;Ewallet;86.54;4.761905;апр.33;05.июл
433;459-50-7686;1;433;2;2;Female;23.46;6;07.апр;147.80;Ewallet;140.76;4.761905;07.апр;06.апр
434;616-87-0016;3;434;6;2;Male;95.54;7;33.44;702.22;Credit card;668.78;4.761905;33.44;09.июн
435;837-55-7229;3;435;6;2;Female;47.44;1;фев.37;49.81;Credit card;47.44;4.761905;фев.37;06.авг
436;751-69-0068;2;436;4;2;Male;99.24;9;44.66;937.82;Ewallet;893.16;4.761905;44.66;9.0
437;257-73-1380;2;437;4;1;Male;82.93;4;16.59;348.31;Ewallet;331.72;4.761905;16.59;09.июн
438;345-08-4992;1;438;3;2;Male;33.99;6;окт.20;214.14;Credit card;203.94;4.761905;окт.20;07.июл
439;549-96-4200;2;439;5;1;Male;17.апр;4;мар.41;71.57;Ewallet;68.16;4.761905;мар.41;7.0
440;810-60-6344;2;440;2;2;Female;40.86;8;16.34;343.22;Credit card;326.88;4.761905;16.34;06.май
441;450-28-2866;2;441;5;1;Male;17.44;5;апр.36;91.56;Cash;87.20;4.761905;апр.36;08.янв
442;394-30-3170;3;442;4;1;Female;88.43;8;35.37;742.81;Credit card;707.44;4.761905;35.37;04.мар
443;138-17-5109;1;443;3;1;Female;89.21;9;40.14;843.03;Credit card;802.89;4.761905;40.14;06.май
444;192-98-7397;2;444;6;2;Male;дек.78;1;0.64;13.42;Ewallet;дек.78;4.761905;0.64;09.май
445;301-11-9629;1;445;4;2;Female;19.окт;7;июн.69;140.39;Cash;133.70;4.761905;июн.69;09.июл
446;390-80-5128;3;446;1;1;Female;19.15;1;0.96;20.ноя;Credit card;19.15;4.761905;0.96;09.май
447;235-46-8343;2;447;5;1;Male;27.66;10;13.83;290.43;Credit card;276.60;4.761905;13.83;08.сен
448;453-12-7053;2;448;6;2;Male;45.74;3;июн.86;144.08;Credit card;137.22;4.761905;июн.86;06.май
449;296-11-7041;3;449;1;1;Female;27.июл;1;янв.35;28.42;Credit card;27.июл;4.761905;янв.35;05.мар
450;449-27-2918;3;450;4;1;Female;39.12;1;янв.96;41.08;Credit card;39.12;4.761905;янв.96;09.июн
451;891-01-7034;3;451;2;2;Female;74.71;6;22.41;470.67;Cash;448.26;4.761905;22.41;06.июл
452;744-09-5786;3;452;2;2;Male;22.янв;6;июн.60;138.66;Cash;132.06;4.761905;июн.60;07.июн
453;727-17-0390;1;453;5;2;Female;63.61;5;15.90;333.95;Ewallet;318.05;4.761905;15.90;04.авг
454;568-88-3448;1;454;1;2;Male;25.00;1;янв.25;26.25;Ewallet;25.00;4.761905;янв.25;05.май
455;187-83-5490;1;455;2;1;Male;20.77;4;апр.15;87.23;Cash;83.08;4.761905;апр.15;04.июл
456;767-54-1907;3;456;6;1;Female;29.56;5;июл.39;155.19;Cash;147.80;4.761905;июл.39;06.сен
457;710-46-4433;3;457;5;1;Female;77.40;9;34.83;731.43;Credit card;696.60;4.761905;34.83;04.май
458;533-33-5337;3;458;2;2;Male;79.39;10;39.70;833.60;Cash;793.90;4.761905;39.70;06.фев
459;325-90-8763;2;459;2;1;Female;46.57;10;23.29;488.99;Cash;465.70;4.761905;23.29;07.июн
460;729-46-7422;2;460;5;2;Male;35.89;1;янв.79;37.68;Credit card;35.89;4.761905;янв.79;07.сен
461;639-76-1242;2;461;5;2;Male;40.52;5;окт.13;212.73;Cash;202.60;4.761905;окт.13;04.май
462;234-03-4040;3;462;5;1;Female;73.05;10;36.53;767.03;Credit card;730.50;4.761905;36.53;08.июл
463;326-71-2155;2;463;4;2;Female;73.95;4;14.79;310.59;Cash;295.80;4.761905;14.79;06.янв
464;320-32-8842;2;464;5;1;Female;22.62;1;янв.13;23.75;Cash;22.62;4.761905;янв.13;06.апр
465;470-32-9057;1;465;5;1;Male;51.34;5;дек.84;269.54;Credit card;256.70;4.761905;дек.84;09.янв
466;878-30-2331;2;466;4;1;Female;54.55;10;27.28;572.78;Credit card;545.50;4.761905;27.28;07.янв
467;440-59-5691;2;467;1;1;Female;37.15;7;13.00;273.05;Credit card;260.05;4.761905;13.00;07.июл
468;554-53-3790;3;468;4;2;Male;37.02;6;11.ноя;233.23;Cash;222.12;4.761905;11.ноя;04.май
469;746-19-0921;2;469;5;2;Male;21.58;1;01.авг;22.66;Ewallet;21.58;4.761905;01.авг;07.фев
470;233-34-0817;2;470;2;1;Female;98.84;1;апр.94;103.78;Cash;98.84;4.761905;апр.94;08.апр
471;767-05-1286;2;471;3;1;Female;83.77;6;25.13;527.75;Ewallet;502.62;4.761905;25.13;05.апр
472;340-21-9136;1;472;4;1;Female;40.05;4;08.янв;168.21;Cash;160.20;4.761905;08.янв;09.июл
473;405-31-3305;1;473;6;1;Male;43.13;10;21.57;452.87;Credit card;431.30;4.761905;21.57;05.май
474;731-59-7531;3;474;1;1;Male;72.57;8;29.мар;609.59;Cash;580.56;4.761905;29.мар;04.июн
475;676-39-6028;1;475;2;1;Female;64.44;5;16.ноя;338.31;Cash;322.20;4.761905;16.ноя;06.июн
476;502-05-1910;1;476;1;2;Male;65.18;3;сен.78;205.32;Credit card;195.54;4.761905;сен.78;06.мар
477;485-30-8700;1;477;4;2;Female;33.26;5;авг.32;174.62;Credit card;166.30;4.761905;авг.32;04.фев
478;598-47-9715;2;478;2;2;Male;84.07;4;16.81;353.09;Ewallet;336.28;4.761905;16.81;04.апр
479;701-69-8742;3;479;4;2;Male;34.37;10;17.19;360.89;Ewallet;343.70;4.761905;17.19;06.июл
